# eta[dimensionless] P[GPa]
4.515902223094289347e+00 9.276448120816286291e+01
4.536024209199747581e+00 1.044614633163123472e+02
4.557973523297082608e+00 1.180106903481126039e+02
4.579641985402339799e+00 1.336267386555807377e+02
4.594034816871450211e+00 1.513387501385868461e+02
4.587691074305321415e+00 1.708177372281203645e+02
4.545350371933618128e+00 1.914233156423669868e+02
4.462375791618534038e+00 2.127416903003312427e+02
4.353140835085794080e+00 2.352732682258242676e+02
4.241891120790588943e+00 2.603588379408144533e+02
4.142115247318930216e+00 2.890483350971447862e+02
4.048627555146151025e+00 3.212065353509401007e+02
3.957884996589020599e+00 3.563245987883537964e+02
3.892524095278776297e+00 3.966222538120376839e+02
3.892788872073597251e+00 4.481699103717305661e+02
3.969641093126494713e+00 5.168298323326499712e+02
4.082072432376826931e+00 6.029502719205161156e+02
4.175783486982048487e+00 7.023077183034957898e+02
4.226468704758430839e+00 8.112627037249923205e+02
4.241198035970469071e+00 9.296263817192340184e+02
4.236829140316041631e+00 1.059902817030866800e+03
4.225634467127903804e+00 1.205211204276121180e+03
4.213018960412835412e+00 1.368280961563130859e+03
4.200573736382269274e+00 1.551507903687831231e+03
4.188577816916862595e+00 1.757272852756836528e+03
4.177030715990350807e+00 1.988156799917877834e+03
4.165907976557628345e+00 2.247041008801116277e+03
4.155194715643739656e+00 2.537159431454293554e+03
4.144888416547821919e+00 2.862148687465974035e+03
4.135000173773443422e+00 3.226096676372568254e+03
4.125546407071011501e+00 3.633603373069830013e+03
4.116537338877286345e+00 4.089846117207385305e+03
4.107981134216797336e+00 4.600658793096665249e+03
4.099879783108676179e+00 5.172608759980650575e+03
4.092225542924199821e+00 5.813075186807175669e+03
4.085003785922505237e+00 6.530345650815300360e+03
4.078202154229547460e+00 7.333741527169229812e+03
4.071816164974023877e+00 8.233758916620188756e+03
4.065846199540846584e+00 9.242208939759815621e+03
4.060291301595135849e+00 1.037236337785669639e+04
4.055144549412234234e+00 1.163911635471271802e+04
4.050390713562173950e+00 1.305916693317754107e+04
4.046007188172908720e+00 1.465123433067715996e+04
4.041968246487670946e+00 1.643631769682153754e+04
4.038251166399688508e+00 1.843799445319648657e+04
4.034840798720408017e+00 2.068274429794796015e+04
4.031727439633534082e+00 2.320029964861165354e+04
4.028897973276232669e+00 2.602402731990491884e+04
4.026331564296833143e+00 2.919136248067942142e+04
4.024009191829452270e+00 3.274434247062729992e+04
4.021924952207359460e+00 3.673022637365738046e+04
4.020080414560101900e+00 4.120209954441623995e+04
4.018467207446136946e+00 4.621944741507989966e+04
4.017059205375684172e+00 5.184884431645385484e+04
4.015822069338589095e+00 5.816487442544932856e+04
4.014730346632333635e+00 6.525127550534086186e+04
4.013779801778544432e+00 7.320227320185511780e+04
4.012985955070181632e+00 8.212404389516440278e+04
4.012367575282676846e+00 9.213611143675525091e+04
4.011927241035162517e+00 1.033725497641856200e+05
4.011647734543885235e+00 1.159833344131416088e+05
4.011507858851834918e+00 1.301364248297608574e+05
4.011500433865391457e+00 1.460206226942514477e+05
4.011635946958029386e+00 1.638486293983554060e+05
4.011802856092100633e+00 1.838539193701891927e+05
4.012453061148198330e+00 2.063257692412811448e+05
4.011266164790626476e+00 2.314372751780773979e+05
1.731309085471581577e+00 8.560867051152426521e-01
1.744106188191457463e+00 9.543129460105653772e-01
1.779161952116289358e+00 1.094612265002171458e+00
1.814445975891618934e+00 1.250209888824933779e+00
1.850007264039392973e+00 1.424969720904561976e+00
1.896481806569631834e+00 1.643881412877890469e+00
1.957316385614337406e+00 1.915721433867401124e+00
2.025194747924640826e+00 2.225161245082679429e+00
2.088643358618142543e+00 2.538643992957553497e+00
2.142687291078909873e+00 2.841446164741247227e+00
2.189789239268594478e+00 3.141892894783319790e+00
2.234398093563523702e+00 3.460704029574710017e+00
2.275661096431965014e+00 3.806567898008306194e+00
2.305248932166518383e+00 4.160136169884119717e+00
2.310192686570650356e+00 4.470255654244279064e+00
2.280538234728756386e+00 4.675809145491435004e+00
2.216528766598930833e+00 4.746914479493603345e+00
2.134043845308777332e+00 4.736424624773731828e+00
2.070094286441516385e+00 4.823603628723115655e+00
2.068810175643364779e+00 5.247235521782335432e+00
2.150662712266425025e+00 6.161749683871152961e+00
2.301548592942079807e+00 7.559518494272039923e+00
2.501037773862864633e+00 9.377446320837133698e+00
2.717058459152151162e+00 1.143755787384873734e+01
2.934679113639697245e+00 1.363338664487606700e+01
3.149961985434293510e+00 1.597223237863865641e+01
3.358088998142501502e+00 1.841404898883428487e+01
3.553152533180949924e+00 2.098238307049714990e+01
3.730403461563643663e+00 2.364600426386714105e+01
3.881075794013638891e+00 2.643477339020646966e+01
4.008920033259939508e+00 2.935597281607774178e+01
4.115090723011778806e+00 3.246465420813802893e+01
4.199985936970653810e+00 3.584731667834866897e+01
4.268457908360699271e+00 3.958338252651581257e+01
4.325002273633545613e+00 4.375129162278589945e+01
4.371494307421949443e+00 4.842859170876756991e+01
4.408796859271257418e+00 5.368378262917015320e+01
4.437867293106236843e+00 5.959724141944283815e+01
4.460613747129960949e+00 6.628566252596880304e+01
4.479648596261291971e+00 7.390893286284253350e+01
4.497471407913120167e+00 8.266175795212991773e+01
4.515902223094269807e+00 9.276448120816247922e+01
4.536024209199747581e+00 1.044614633163123472e+02
4.557973523297081719e+00 1.180106903481126039e+02
4.579641985402333582e+00 1.336267386555807377e+02
4.594034816871434224e+00 1.513387501385868461e+02
4.587691074305318750e+00 1.708177372281203645e+02
4.545350371933635003e+00 1.914233156423669868e+02
4.462375791618495846e+00 2.127416903003286279e+02
4.353140835085794080e+00 2.352732682258242676e+02
4.241891120790588943e+00 2.603588379408144533e+02
4.142115247318933768e+00 2.890483350971447862e+02
4.048627555146118162e+00 3.212065353509387933e+02
3.957884996589043691e+00 3.563245987883537964e+02
3.892524095278770524e+00 3.966222538120376839e+02
3.892788872073601691e+00 4.481699103717305661e+02
3.969641093126478282e+00 5.168298323326499712e+02
4.082072432376832261e+00 6.029502719205161156e+02
4.175783486982047599e+00 7.023077183034957898e+02
4.226468704758408634e+00 8.112627037249890236e+02
4.241198035970462854e+00 9.296263817192340184e+02
4.236829140316049624e+00 1.059902817030871120e+03
4.225634467127894034e+00 1.205211204276121180e+03
4.213018960412830971e+00 1.368280961563130859e+03
4.200573736382290591e+00 1.551507903687831231e+03
4.188577816916837726e+00 1.757272852756815155e+03
4.177030715990360576e+00 1.988156799917877834e+03
4.165907976557620351e+00 2.247041008801116277e+03
4.155194715643739656e+00 2.537159431454303558e+03
4.144888416547826360e+00 2.862148687465974035e+03
4.135000173773439869e+00 3.226096676372568254e+03
4.125546407071014166e+00 3.633603373069830013e+03
4.116537338877291674e+00 4.089846117207385305e+03
4.107981134216787567e+00 4.600658793096665249e+03
4.099879783108676179e+00 5.172608759980650575e+03
4.092225542924220250e+00 5.813075186807200225e+03
4.085003785922503461e+00 6.530345650815300360e+03
4.078202154229549237e+00 7.333741527169229812e+03
4.071816164974024765e+00 8.233758916620188756e+03
4.065846199540846584e+00 9.242208939759815621e+03
4.060291301595148283e+00 1.037236337785674004e+04
4.055144549412234234e+00 1.163911635471271802e+04
4.050390713562178391e+00 1.305916693317754107e+04
4.046007188172899838e+00 1.465123433067715996e+04
4.041968246487655847e+00 1.643631769682153754e+04
4.038251166399700942e+00 1.843799445319648657e+04
4.034840798720408017e+00 2.068274429794796015e+04
4.031727439633533194e+00 2.320029964861155895e+04
4.028897973276245992e+00 2.602402731990491884e+04
4.026331564296834031e+00 2.919136248067942142e+04
4.024009191829452270e+00 3.274434247062729992e+04
4.021924952207354131e+00 3.673022637365738046e+04
4.020080414560101012e+00 4.120209954441623995e+04
4.018467207446128064e+00 4.621944741507989966e+04
4.017059205375665520e+00 5.184884431645343284e+04
4.015822069338596201e+00 5.816487442544932856e+04
4.014730346632341629e+00 6.525127550534086186e+04
4.013779801778546208e+00 7.320227320185511780e+04
4.012985955070184296e+00 8.212404389516440278e+04
4.012367575282717702e+00 9.213611143675602216e+04
4.011927241035169622e+00 1.033725497641856200e+05
4.011647734543903887e+00 1.159833344131420745e+05
4.011507858851831365e+00 1.301364248297613813e+05
4.011500433865389681e+00 1.460206226942514477e+05
4.011635946958029386e+00 1.638486293983560754e+05
4.011802856092100633e+00 1.838539193701891927e+05
4.012453061148200106e+00 2.063257692412811448e+05
4.011266164790618483e+00 2.314372751780773979e+05
1.731309085471581577e+00 8.560867051152426521e-01
1.744106188191457463e+00 9.543129460105653772e-01
1.779161952116289358e+00 1.094612265002171458e+00
1.814445975891620044e+00 1.250209888824933779e+00
1.850007264039392973e+00 1.424969720904561976e+00
1.896481806569634720e+00 1.643881412877897130e+00
1.957316385614337628e+00 1.915721433867401124e+00
2.025194747924640826e+00 2.225161245082679429e+00
2.088643358618142543e+00 2.538643992957553497e+00
2.142687291078910317e+00 2.841446164741258773e+00
2.189789239268594478e+00 3.141892894783319790e+00
2.234398093563523702e+00 3.460704029574710017e+00
2.275661096431962793e+00 3.806567898008291095e+00
2.305248932166518383e+00 4.160136169884119717e+00
2.310192686570649467e+00 4.470255654244279064e+00
2.280538234728756386e+00 4.675809145491435004e+00
2.216528766598929945e+00 4.746914479493603345e+00
2.134043845308777332e+00 4.736424624773731828e+00
2.070094286441516385e+00 4.823603628723115655e+00
2.068810175643364779e+00 5.247235521782335432e+00
2.150662712266425025e+00 6.161749683871152961e+00
2.301548592942079807e+00 7.559518494272039923e+00
2.501037773862865077e+00 9.377446320837133698e+00
2.717058459152156491e+00 1.143755787384878353e+01
2.934679113639697245e+00 1.363338664487606700e+01
3.149961985434292622e+00 1.597223237863865641e+01
3.358088998142437553e+00 1.841404898883360630e+01
3.553152533180951700e+00 2.098238307049714990e+01
3.730403461563644107e+00 2.364600426386714105e+01
3.881075794013638891e+00 2.643477339020646966e+01
4.008920033259940396e+00 2.935597281607774178e+01
4.115090723011769924e+00 3.246465420813802893e+01
4.199985936970644929e+00 3.584731667834866897e+01
4.268457908360707265e+00 3.958338252651581257e+01
4.325002273633545613e+00 4.375129162278589945e+01
4.371494307421961878e+00 4.842859170876776176e+01
4.408796859271253865e+00 5.368378262917015320e+01
4.437867293106232403e+00 5.959724141944283815e+01
4.460613747129956508e+00 6.628566252596880304e+01
4.479648596261291971e+00 7.390893286284253350e+01
4.497471407913109509e+00 8.266175795212991773e+01
4.515902223094274248e+00 9.276448120816247922e+01
4.536024209199747581e+00 1.044614633163123472e+02
4.557973523297083496e+00 1.180106903481121350e+02
4.579641985402328253e+00 1.336267386555807377e+02
4.594034816871434224e+00 1.513387501385868461e+02
4.587691074305318750e+00 1.708177372281203645e+02
4.545350371933635003e+00 1.914233156423669868e+02
4.462375791618494958e+00 2.127416903003295090e+02
4.353140835085793192e+00 2.352732682258242676e+02
4.241891120790588943e+00 2.603588379408144533e+02
4.142115247318932880e+00 2.890483350971447862e+02
4.048627555146125268e+00 3.212065353509374859e+02
3.957884996589038806e+00 3.563245987883537964e+02
3.892524095278778962e+00 3.966222538120393324e+02
3.892788872073602136e+00 4.481699103717305661e+02
3.969641093126484055e+00 5.168298323326499712e+02
4.082072432376837590e+00 6.029502719205186168e+02
4.175783486982060921e+00 7.023077183034957898e+02
4.226468704758420181e+00 8.112627037249923205e+02
4.241198035970469959e+00 9.296263817192340184e+02
4.236829140316047848e+00 1.059902817030866800e+03
4.225634467127903804e+00 1.205211204276121180e+03
4.213018960412839853e+00 1.368280961563130859e+03
4.200573736382279932e+00 1.551507903687831231e+03
4.188577816916865260e+00 1.757272852756836528e+03
4.177030715990342813e+00 1.988156799917877834e+03
4.165907976557615022e+00 2.247041008801116277e+03
4.155194715643728998e+00 2.537159431454293554e+03
4.144888416547813925e+00 2.862148687465974035e+03
4.135000173773443422e+00 3.226096676372568254e+03
4.125546407071003507e+00 3.633603373069830013e+03
4.116537338877290786e+00 4.089846117207385305e+03
4.107981134216787567e+00 4.600658793096665249e+03
4.099879783108697495e+00 5.172608759980650575e+03
4.092225542924206039e+00 5.813075186807175669e+03
4.085003785922503461e+00 6.530345650815300360e+03
4.078202154229555454e+00 7.333741527169229812e+03
4.071816164974023877e+00 8.233758916620188756e+03
4.065846199540846584e+00 9.242208939759815621e+03
4.060291301595150948e+00 1.037236337785674004e+04
4.055144549412229793e+00 1.163911635471271802e+04
4.050390713562173950e+00 1.305916693317754107e+04
4.046007188172908720e+00 1.465123433067715996e+04
4.041968246487660288e+00 1.643631769682153754e+04
4.038251166399697389e+00 1.843799445319648657e+04
4.034840798720424893e+00 2.068274429794796015e+04
4.031727439633533194e+00 2.320029964861155895e+04
4.028897973276243327e+00 2.602402731990491884e+04
4.026331564296832255e+00 2.919136248067942142e+04
4.024009191829453158e+00 3.274434247062716531e+04
4.021924952207356796e+00 3.673022637365738046e+04
4.020080414560100124e+00 4.120209954441623995e+04
4.018467207446136946e+00 4.621944741507989966e+04
4.017059205375680619e+00 5.184884431645385484e+04
4.015822069338580214e+00 5.816487442544908845e+04
4.014730346632338076e+00 6.525127550534086186e+04
4.013779801778544432e+00 7.320227320185511780e+04
4.012985955070189625e+00 8.212404389516440278e+04
4.012367575282670629e+00 9.213611143675525091e+04
4.011927241035174951e+00 1.033725497641856200e+05
4.011647734543880794e+00 1.159833344131420745e+05
4.011507858851831365e+00 1.301364248297613813e+05
4.011500433865391457e+00 1.460206226942514477e+05
4.011635946958023169e+00 1.638486293983554060e+05
4.011802856092115732e+00 1.838539193701891927e+05
4.012453061148200995e+00 2.063257692412811448e+05
4.011266164790618483e+00 2.314372751780773979e+05
1.731309085471581577e+00 8.560867051152426521e-01
1.744106188191457463e+00 9.543129460105653772e-01
1.779161952116287804e+00 1.094612265002167018e+00
1.814445975891616269e+00 1.250209888824928672e+00
1.850007264039392973e+00 1.424969720904561976e+00
1.896481806569631834e+00 1.643881412877890469e+00
1.957316385614337628e+00 1.915721433867401124e+00
2.025194747924640826e+00 2.225161245082679429e+00
2.088643358618142543e+00 2.538643992957553497e+00
2.142687291078910317e+00 2.841446164741258773e+00
2.189789239268594478e+00 3.141892894783319790e+00
2.234398093563527699e+00 3.460704029574710017e+00
2.275661096431962793e+00 3.806567898008291095e+00
2.305248932166518383e+00 4.160136169884119717e+00
2.280538234728756386e+00 4.675809145491435004e+00
2.216528766598930833e+00 4.746914479493603345e+00
2.134043845308776444e+00 4.736424624773731828e+00
2.070094286441516385e+00 4.823603628723115655e+00
2.068810175643363891e+00 5.247235521782314116e+00
2.150662712266429466e+00 6.161749683871152961e+00
2.301548592942079807e+00 7.559518494272039923e+00
2.501037773862874847e+00 9.377446320837174554e+00
2.717058459152153826e+00 1.143755787384873734e+01
2.934679113639697245e+00 1.363338664487606700e+01
3.149961985434290401e+00 1.597223237863865641e+01
3.358088998142422898e+00 1.841404898883353169e+01
3.553152533180940598e+00 2.098238307049706464e+01
3.730403461563643663e+00 2.364600426386714105e+01
3.881075794013640667e+00 2.643477339020646966e+01
4.008920033259940396e+00 2.935597281607774178e+01
4.115090723011784135e+00 3.246465420813816394e+01
4.199985936970647593e+00 3.584731667834866897e+01
4.268457908360706377e+00 3.958338252651581257e+01
4.325002273633546501e+00 4.375129162278589945e+01
4.371494307421956549e+00 4.842859170876776176e+01
4.408796859271255641e+00 5.368378262917015320e+01
